period_type,period_start,year,month,quarter,sales_org,sector,region,bookings_usd,recognized_revenue_usd,gross_margin_pct,new_logos,avg_contract_value_usd,pipeline_usd,pipeline_coverage,mom_growth_pct,yoy_growth_pct,logo_churn_rate,net_revenue_retention,risk_flag,notes
Monthly,2024-10-01,2024,10,2024-Q4,Customer Expansion,Healthcare,NA National,598000,484000,70.9,12,50000,2453000,4.1,9.72,,0.0048,1.195,,
Monthly,2024-10-01,2024,10,2024-Q4,Customer Expansion,Manufacturing,NA National,521000,432000,79.8,12,43000,1969000,3.78,14.76,,0.0183,1.162,,
Monthly,2024-10-01,2024,10,2024-Q4,Customer Expansion,Media & SaaS,NA National,603000,507000,71.5,16,38000,3153000,5.23,5.98,,0.0343,1.087,,
Monthly,2024-10-01,2024,10,2024-Q4,Customer Expansion,Retail & eCommerce,NA National,596000,476000,72.7,8,75000,2459000,4.12,9.96,,0.0012,1.068,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise East,FinTech,NA East,639000,545000,70.3,5,128000,2340000,3.66,13.5,,0.0055,1.162,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise East,Government & Education,NA East,523000,421000,74.6,2,262000,2060000,3.94,14.69,,0.0189,1.05,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise East,Healthcare,NA East,542000,486000,69.5,3,181000,2308000,4.26,-11.58,,0.0084,1.143,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise East,Manufacturing,NA East,630000,520000,72.1,3,210000,1557000,2.47,14.75,,0.0164,1.09,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise East,Media & SaaS,NA East,625000,494000,68.3,3,208000,2214000,3.55,0.81,,0.0121,1.06,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise East,Retail & eCommerce,NA East,610000,521000,74.1,1,610000,2271000,3.72,19.14,,0.021,1.051,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise West,FinTech,NA West,737000,617000,75.6,4,184000,2600000,3.53,-4.04,,0.0094,1.099,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise West,Government & Education,NA West,538000,405000,75.3,3,179000,1417000,2.63,0.75,,0.0048,1.116,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise West,Healthcare,NA West,715000,546000,73.9,2,357000,2711000,3.79,-0.14,,0.0129,1.149,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise West,Manufacturing,NA West,686000,552000,72.9,2,343000,2016000,2.94,11.36,,0.0139,1.158,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise West,Media & SaaS,NA West,714000,641000,76.4,4,179000,3168000,4.44,8.51,,0.0165,0.929,,
Monthly,2024-10-01,2024,10,2024-Q4,Enterprise West,Retail & eCommerce,NA West,793000,706000,70.1,2,397000,3329000,4.2,32.17,,0.0136,1.202,,
Monthly,2024-10-01,2024,10,2024-Q4,Hardware & Appliances,FinTech,NA National,116000,90000,48.5,5,23000,224000,1.92,-3.33,,0.0218,0.89,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Hardware & Appliances,Government & Education,NA National,83000,62000,61.8,8,10000,133000,1.6,6.41,,0.0261,0.854,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Hardware & Appliances,Healthcare,NA National,116000,97000,51.1,9,13000,204000,1.76,1.75,,0.0255,0.908,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Hardware & Appliances,Manufacturing,NA National,95000,79000,44.2,7,14000,160000,1.68,3.26,,0.0316,0.843,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Hardware & Appliances,Media & SaaS,NA National,109000,81000,57.9,6,18000,243000,2.24,-5.22,,0.035,0.958,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Hardware & Appliances,Retail & eCommerce,NA National,113000,93000,57.3,8,14000,147000,1.31,13.0,,0.0402,0.893,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,International APAC,FinTech,APAC,292000,217000,75.0,9,32000,1116000,3.83,13.18,,0.0199,1.08,,
Monthly,2024-10-01,2024,10,2024-Q4,International APAC,Government & Education,APAC,251000,223000,71.5,3,84000,915000,3.65,19.52,,0.0115,1.155,,
Monthly,2024-10-01,2024,10,2024-Q4,International APAC,Healthcare,APAC,285000,226000,84.0,7,41000,1239000,4.35,8.78,,0.0303,1.083,,
Monthly,2024-10-01,2024,10,2024-Q4,International APAC,Manufacturing,APAC,223000,171000,73.9,7,32000,905000,4.06,2.76,,0.01,1.124,,
Monthly,2024-10-01,2024,10,2024-Q4,International APAC,Media & SaaS,APAC,301000,223000,76.1,4,75000,708000,2.35,16.67,,0.0183,1.052,,
Monthly,2024-10-01,2024,10,2024-Q4,International APAC,Retail & eCommerce,APAC,258000,230000,73.3,12,21000,926000,3.59,-7.53,,0.0,1.145,,
Monthly,2024-10-01,2024,10,2024-Q4,International EMEA,FinTech,EMEA,402000,302000,72.3,9,45000,1513000,3.76,-8.22,,0.0102,1.114,,
Monthly,2024-10-01,2024,10,2024-Q4,International EMEA,Government & Education,EMEA,296000,244000,68.4,6,49000,687000,2.32,5.34,,0.0106,1.004,,
Monthly,2024-10-01,2024,10,2024-Q4,International EMEA,Healthcare,EMEA,378000,336000,76.0,3,126000,1485000,3.93,6.48,,0.0237,1.111,,
Monthly,2024-10-01,2024,10,2024-Q4,International EMEA,Manufacturing,EMEA,353000,263000,64.4,4,88000,1454000,4.12,1.44,,0.0279,1.199,,
Monthly,2024-10-01,2024,10,2024-Q4,International EMEA,Media & SaaS,EMEA,417000,323000,74.4,4,104000,1497000,3.59,6.92,,0.0115,1.093,,
Monthly,2024-10-01,2024,10,2024-Q4,International EMEA,Retail & eCommerce,EMEA,340000,266000,76.5,7,49000,737000,2.17,-5.29,,0.0061,1.202,,
Monthly,2024-10-01,2024,10,2024-Q4,Legacy On-Prem,FinTech,NA National,178000,137000,51.3,14,13000,356000,2.0,4.09,,0.0236,0.902,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Legacy On-Prem,Government & Education,NA National,134000,99000,56.7,3,45000,206000,1.54,3.08,,0.0327,0.816,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Legacy On-Prem,Healthcare,NA National,177000,136000,48.4,4,44000,316000,1.79,11.32,,0.0453,0.86,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Legacy On-Prem,Manufacturing,NA National,191000,147000,49.3,7,27000,312000,1.64,30.82,,0.034,0.787,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Legacy On-Prem,Media & SaaS,NA National,192000,151000,55.2,10,19000,328000,1.71,27.15,,0.0314,0.762,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Legacy On-Prem,Retail & eCommerce,NA National,186000,157000,47.5,5,37000,319000,1.72,16.25,,0.0302,0.86,Declining,Downtrend in bookings and pipeline; monitor profitability and support burden.
Monthly,2024-10-01,2024,10,2024-Q4,Mid-Market,FinTech,NA National,345000,257000,70.0,7,49000,1254000,3.64,-6.5,,0.0019,1.104,,
Monthly,2024-10-01,2024,10,2024-Q4,Mid-Market,Government & Education,NA National,283000,238000,71.7,6,47000,928000,3.28,-3.41,,0.0047,1.166,,
Monthly,2024-10-01,2024,10,2024-Q4,Mid-Market,Healthcare,NA National,368000,322000,65.3,8,46000,1340000,3.64,-3.92,,0.0091,1.195,,
Monthly,2024-10-01,2024,10,2024-Q4,Mid-Market,Manufacturing,NA National,318000,260000,70.8,4,79000,1230000,3.87,-5.36,,0.0184,1.026,,
Monthly,2024-10-01,2024,10,2024-Q4,Mid-Market,Media & SaaS,NA National,359000,292000,74.4,8,45000,1543000,4.3,-5.53,,0.0193,1.137,,
Monthly,2024-10-01,2024,10,2024-Q4,Mid-Market,Retail & eCommerce,NA National,336000,287000,71.1,3,112000,1429000,4.25,-2.61,,0.0161,1.209,,
Monthly,2024-10-01,2024,10,2024-Q4,Public Sector,FinTech,NA National,229000,171000,69.9,7,33000,996000,4.36,3.62,,0.0112,1.063,,
Monthly,2024-10-01,2024,10,2024-Q4,Public Sector,Government & Education,NA National,165000,135000,60.4,4,41000,844000,5.11,1.23,,0.0103,1.06,,
Monthly,2024-10-01,2024,10,2024-Q4,Public Sector,Healthcare,NA National,211000,188000,74.2,2,106000,676000,3.2,12.83,,0.0113,1.074,,
Monthly,2024-10-01,2024,10,2024-Q4,Public Sector,Manufacturing,NA National,214000,161000,63.5,3,71000,790000,3.7,10.88,,0.0176,1.131,,
Monthly,2024-10-01,2024,10,2024-Q4,Public Sector,Media & SaaS,NA National,231000,172000,70.2,7,33000,1053000,4.56,6.94,,0.0103,1.244,,
Monthly,2024-10-01,2024,10,2024-Q4,Public Sector,Retail & eCommerce,NA National,174000,144000,69.1,2,87000,792000,4.54,-11.68,,0.0156,0.997,,
Monthly,2024-10-01,2024,10,2024-Q4,SMB Online,FinTech,NA National,201000,173000,68.8,9,22000,742000,3.69,-3.83,,0.0141,1.271,,
Monthly,2024-10-01,2024,10,2024-Q4,SMB Online,Government & Education,NA National,140000,104000,78.7,12,12000,620000,4.44,0.0,,0.0228,1.029,,
Monthly,2024-10-01,2024,10,2024-Q4,SMB Online,Healthcare,NA National,194000,154000,62.0,11,18000,956000,4.94,11.49,,0.0095,0.983,,
Monthly,2024-10-01,2024,10,2024-Q4,SMB Online,Manufacturing,NA National,150000,135000,70.9,7,21000,622000,4.14,-10.18,,0.0157,1.021,,
Monthly,2024-10-01,2024,10,2024-Q4,SMB Online,Media & SaaS,NA National,175000,130000,63.7,9,19000,633000,3.61,-7.41,,0.015,1.113,,
Monthly,2024-10-01,2024,10,2024-Q4,SMB Online,Retail & eCommerce,NA National,165000,145000,72.5,11,15000,544000,3.3,-12.7,,0.023,1.184,,
Monthly,2024-10-01,2024,10,2024-Q4,Strategic Accounts,FinTech,NA National,1189000,991000,72.8,6,198000,5173000,4.35,16.0,,0.0226,0.996,,
Monthly,2024-10-01,2024,10,2024-Q4,Strategic Accounts,Government & Education,NA National,775000,661000,66.4,5,155000,3015000,3.89,-8.93,,0.0111,1.17,,
Monthly,2024-10-01,2024,10,2024-Q4,Strategic Accounts,Healthcare,NA National,1116000,826000,71.5,5,223000,3411000,3.06,2.57,,0.0112,1.078,,
Monthly,2024-10-01,2024,10,2024-Q4,Strategic Accounts,Manufacturing,NA National,792000,648000,65.4,3,264000,2964000,3.74,-21.12,,0.0174,1.181,,
Monthly,2024-10-01,2024,10,2024-Q4,Strategic Accounts,Media & SaaS,NA National,1372000,1193000,70.0,6,229000,4037000,2.94,27.27,,0.0282,1.074,,
Monthly,2024-10-01,2024,10,2024-Q4,Strategic Accounts,Retail & eCommerce,NA National,1065000,850000,63.7,4,266000,2740000,2.57,28.78,,0.0128,1.104,,
Monthly,2024-11-01,2024,11,2024-Q4,Channel Partners,FinTech,NA National,359000,294000,71.8,5,72000,1181000,3.28,-11.58,,0.0081,1.124,,
Monthly,2024-11-01,2024,11,2024-Q4,Channel Partners,Government & Education,NA National,309000,230000,69.1,8,39000,1243000,4.03,6.19,,0.0355,1.092,,
Monthly,2024-11-01,2024,11,2024-Q4,Channel Partners,Healthcare,NA National,366000,302000,68.1,6,61000,1467000,4.01,5.17,,0.015,1.235,,
Monthly,2024-11-01,2024,11,2024-Q4,Channel Partners,Manufacturing,NA National,324000,246000,65.7,7,46000,1335000,4.12,3.18,,0.0187,1.135,,
Monthly,2024-11-01,2024,11,2024-Q4,Channel Partners,Media & SaaS,NA National,378000,337000,80.0,7,54000,1516000,4.02,-0.79,,0.0099,1.158,,
Monthly,2024-11-01,2024,11,2024-Q4,Channel Partners,Retail & eCommerce,NA National,315000,247000,73.1,4,79000,960000,3.05,-5.69,,0.0239,1.143,,
Monthly,2024-11-01,2024,11,2024-Q4,Customer Expansion,FinTech,NA National,637000,508000,67.4,14,46000,2043000,3.21,-5.35,,0.0131,0.99,,
Monthly,2024-11-01,2024,11,2024-Q4,Customer Expansion,Government & Education,NA National,403000,315000,80.9,17,24000,1479000,3.67,-14.62,,0.0087,0.997,,
Monthly,2024-11-01,2024,11,2024-Q4,Customer Expansion,Healthcare,NA National,576000,439000,78.6,11,52000,2562000,4.45,-3.68,,0.0091,1.162,,
Monthly,2024-11-01,2024,11,2024-Q4,Customer Expansion,Manufacturing,NA National,588000,459000,77.8,12,49000,2213000,3.76,12.86,,0.0112,0.91,,
Monthly,2024-11-01,2024,11,2024-Q4,Customer Expansion,Media & SaaS,NA National,634000,488000,78.6,10,63000,2453000,3.87,5.14,,0.0146,1.045,,
Monthly,2024-11-01,2024,11,2024-Q4,Customer Expansion,Retail & eCommerce,NA National,474000,370000,71.6,6,79000,2330000,4.92,-20.47,,0.0238,1.068,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise East,FinTech,NA East,769000,681000,76.3,1,769000,2471000,3.21,20.34,,0.0241,1.043,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise East,Government & Education,NA East,526000,411000,72.0,3,175000,1688000,3.21,0.57,,0.0086,1.177,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise East,Healthcare,NA East,669000,518000,73.8,4,167000,3144000,4.7,23.43,,0.0162,1.24,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise East,Manufacturing,NA East,657000,542000,65.8,4,164000,2491000,3.79,4.29,,0.0201,1.144,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise East,Media & SaaS,NA East,742000,647000,75.2,1,742000,3696000,4.98,18.72,,0.0162,1.169,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise East,Retail & eCommerce,NA East,635000,490000,71.9,3,212000,2304000,3.63,4.1,,0.0125,1.011,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise West,FinTech,NA West,892000,752000,72.5,2,446000,2982000,3.34,21.03,,0.0181,1.165,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise West,Government & Education,NA West,562000,427000,72.6,3,187000,2319000,4.13,4.46,,0.0121,1.011,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise West,Healthcare,NA West,741000,599000,57.7,6,123000,2565000,3.46,3.64,,0.0269,1.235,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise West,Manufacturing,NA West,719000,594000,74.2,4,180000,3270000,4.55,4.81,,0.01,1.133,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise West,Media & SaaS,NA West,870000,782000,71.5,3,290000,3461000,3.98,21.85,,0.013,1.122,,
Monthly,2024-11-01,2024,11,2024-Q4,Enterprise West,Retail & eCommerce,NA West,774000,630000,72.5,3,258000,2692000,3.48,-2.4,,0.0168,1.148,,
Monthly,2024-11-01,2024,11,2024-Q4,Hardware & Appliances,FinTech,NA National,117000,89000,54.5,10,12000,250000,2.14,0.86,,0.0292,0.826,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Hardware & Appliances,Government & Education,NA National,79000,65000,45.9,9,9000,188000,2.37,-4.82,,0.0173,0.778,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Hardware & Appliances,Healthcare,NA National,115000,85000,50.5,7,16000,214000,1.86,-0.86,,0.0158,0.897,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Hardware & Appliances,Manufacturing,NA National,108000,76000,57.4,7,15000,198000,1.84,13.68,,0.0372,0.857,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Hardware & Appliances,Media & SaaS,NA National,121000,90000,43.0,9,13000,238000,1.97,11.01,,0.0219,0.808,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Hardware & Appliances,Retail & eCommerce,NA National,98000,80000,49.7,6,16000,187000,1.92,-13.27,,0.0335,0.833,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,International APAC,FinTech,APAC,274000,211000,69.4,12,23000,1016000,3.71,-6.16,,0.0289,1.044,,
Monthly,2024-11-01,2024,11,2024-Q4,International APAC,Government & Education,APAC,196000,171000,64.7,7,28000,815000,4.15,-21.91,,0.019,0.976,,
Monthly,2024-11-01,2024,11,2024-Q4,International APAC,Healthcare,APAC,267000,202000,77.5,7,38000,1039000,3.89,-6.32,,0.012,1.18,,
Monthly,2024-11-01,2024,11,2024-Q4,International APAC,Manufacturing,APAC,285000,217000,72.0,4,71000,933000,3.27,27.8,,0.0263,1.109,,
Monthly,2024-11-01,2024,11,2024-Q4,International APAC,Media & SaaS,APAC,266000,237000,72.1,8,33000,803000,3.02,-11.63,,0.015,1.119,,
Monthly,2024-11-01,2024,11,2024-Q4,International APAC,Retail & eCommerce,APAC,299000,242000,77.4,6,50000,1454000,4.87,15.89,,0.0159,1.122,,
Monthly,2024-11-01,2024,11,2024-Q4,International EMEA,FinTech,EMEA,383000,308000,69.8,14,27000,1723000,4.5,-4.73,,0.0168,0.985,,
Monthly,2024-11-01,2024,11,2024-Q4,International EMEA,Government & Education,EMEA,341000,278000,69.1,9,38000,1452000,4.26,15.2,,0.0121,1.146,,
Monthly,2024-11-01,2024,11,2024-Q4,International EMEA,Healthcare,EMEA,384000,330000,62.1,6,64000,1586000,4.13,1.59,,0.0138,1.011,,
Monthly,2024-11-01,2024,11,2024-Q4,International EMEA,Manufacturing,EMEA,330000,278000,67.6,5,66000,1267000,3.84,-6.52,,0.022,1.089,,
Monthly,2024-11-01,2024,11,2024-Q4,International EMEA,Media & SaaS,EMEA,420000,313000,78.6,7,60000,1618000,3.85,0.72,,0.0176,1.122,,
Monthly,2024-11-01,2024,11,2024-Q4,International EMEA,Retail & eCommerce,EMEA,359000,271000,68.8,8,45000,1604000,4.47,5.59,,0.014,1.142,,
Monthly,2024-11-01,2024,11,2024-Q4,Legacy On-Prem,FinTech,NA National,240000,178000,46.0,7,34000,403000,1.68,34.83,,0.0201,0.796,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Legacy On-Prem,Government & Education,NA National,161000,123000,53.1,5,32000,282000,1.76,20.15,,0.0187,0.814,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Legacy On-Prem,Healthcare,NA National,205000,174000,54.8,4,51000,478000,2.33,15.82,,0.0225,0.786,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Legacy On-Prem,Manufacturing,NA National,184000,152000,49.6,9,20000,427000,2.33,-3.66,,0.0402,0.888,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Legacy On-Prem,Media & SaaS,NA National,185000,130000,54.9,7,26000,333000,1.8,-3.65,,0.0195,0.964,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Legacy On-Prem,Retail & eCommerce,NA National,212000,170000,42.8,6,35000,374000,1.76,13.98,,0.0419,0.775,At Risk,Sustained contraction; higher churn and weaker pipeline coverage.
Monthly,2024-11-01,2024,11,2024-Q4,Mid-Market,FinTech,NA National,439000,328000,68.3,3,146000,1307000,2.98,27.25,,0.0237,1.141,,
Monthly,2024-11-01,2024,11,2024-Q4,Mid-Market,Government & Education,NA National,303000,253000,63.9,3,101000,1032000,3.4,7.07,,0.01,1.155,,
Monthly,2024-11-01,2024,11,2024-Q4,Mid-Market,Healthcare,NA National,415000,308000,66.6,9,46000,1754000,4.23,12.77,,0.0301,1.044,,
Monthly,2024-11-01,2024,11,2024-Q4,Mid-Market,Manufacturing,NA National,359000,283000,72.9,11,33000,1459000,4.06,12.89,,0.0067,0.972,,
Monthly,2024-11-01,2024,11,2024-Q4,Mid-Market,Media & SaaS,NA National,385000,341000,76.9,8,48000,1481000,3.85,7.24,,0.0254,1.01,,
Monthly,2024-11-01,2024,11,2024-Q4,Mid-Market,Retail & eCommerce,NA National,393000,346000,74.2,4,98000,1454000,3.7,16.96,,0.0142,1.031,,
Monthly,2024-11-01,2024,11,2024-Q4,Public Sector,FinTech,NA National,231000,192000,73.6,3,77000,820000,3.56,0.87,,0.0051,1.075,,
Monthly,2024-11-01,2024,11,2024-Q4,Public Sector,Government & Education,NA National,162000,120000,68.5,6,27000,616000,3.81,-1.82,,0.0096,1.069,,
Monthly,2024-11-01,2024,11,2024-Q4,Public Sector,Healthcare,NA National,231000,194000,64.7,5,46000,842000,3.65,9.48,,0.0243,0.994,,
Monthly,2024-11-01,2024,11,2024-Q4,Public Sector,Manufacturing,NA National,229000,174000,70.6,7,33000,736000,3.22,7.01,,0.0153,1.136,,
Monthly,2024-11-01,2024,11,2024-Q4,Public Sector,Media & SaaS,NA National,195000,153000,66.8,3,65000,922000,4.73,-15.58,,0.01,1.188,,
Monthly,2024-11-01,2024,11,2024-Q4,Public Sector,Retail & eCommerce,NA National,205000,153000,80.9,2,102000,738000,3.6,17.82,,0.0223,1.046,,
Monthly,2024-11-01,2024,11,2024-Q4,SMB Online,FinTech,NA National,183000,140000,69.8,11,17000,540000,2.95,-8.96,,0.0069,1.041,,
Monthly,2024-11-01,2024,11,2024-Q4,SMB Online,Government & Education,NA National,166000,142000,79.7,9,18000,661000,3.98,18.57,,0.0177,1.089,,
Monthly,2024-11-01,2024,11,2024-Q4,SMB Online,Healthcare,NA National,212000,172000,70.6,11,19000,647000,3.05,9.28,,0.008,1.166,,
Monthly,2024-11-01,2024,11,2024-Q4,SMB Online,Manufacturing,NA National,193000,173000,67.0,9,21000,738000,3.82,28.67,,0.0075,1.026,,
Monthly,2024-11-01,2024,11,2024-Q4,SMB Online,Media & SaaS,NA National,203000,159000,81.4,10,20000,688000,3.39,16.0,,0.0256,1.166,,
Monthly,2024-11-01,2024,11,2024-Q4,SMB Online,Retail & eCommerce,NA National,189000,161000,61.3,12,16000,673000,3.57,14.55,,0.0053,1.151,,
Monthly,2024-11-01,2024,11,2024-Q4,Strategic Accounts,FinTech,NA National,915000,681000,72.5,4,229000,2865000,3.13,-23.04,,0.0194,1.085,,
Monthly,2024-11-01,2024,11,2024-Q4,Strategic Accounts,Government & Education,NA National,800000,680000,74.4,2,400000,2828000,3.54,3.23,,0.0302,1.126,,
Monthly,2024-11-01,2024,11,2024-Q4,Strategic Accounts,Healthcare,NA National,917000,686000,66.1,3,306000,2640000,2.88,-17.83,,0.0216,1.16,,
Monthly,2024-11-01,2024,11,2024-Q4,Strategic Accounts,Manufacturing,NA National,819000,614000,69.8,1,819000,2733000,3.34,3.41,,0.0178,1.088,,
Monthly,2024-11-01,2024,11,2024-Q4,Strategic Accounts,Media & SaaS,NA National,1072000,884000,67.1,4,268000,4846000,4.52,-21.87,,0.013,1.075,,
Monthly,2024-11-01,2024,11,2024-Q4,Strategic Accounts,Retail & eCommerce,NA National,1014000,856000,74.0,3,338000,4016000,3.96,-4.79,,0.0158,1.211,,
Monthly,2024-12-01,2024,12,2024-Q4,Channel Partners,FinTech,NA National,462000,398000,69.7,8,58000,1578000,3.42,28.69,,0.0102,1.089,,
Monthly,2024-12-01,2024,12,2024-Q4,Channel Partners,Government & Education,NA National,346000,310000,84.4,8,43000,1320000,3.81,11.97,,0.0108,0.934,,
Monthly,2024-12-01,2024,12,2024-Q4,Channel Partners,Healthcare,NA National,446000,361000,74.6,12,37000,1742000,3.91,21.86,,0.013,1.068,,
